episode,reward,score,steps,loss,epsilon
391,-1.02,0,3,0.0010138697689399123,0.14087196468590776
392,-1.21,0,22,0.0023077681279656563,0.14016760486247823
393,-1.24,0,25,0.0015842268476262689,0.13946676683816583
394,-1.03,0,4,0.00154580594971776,0.138769433003975
395,-1.21,0,22,0.0037463087461550126,0.13807558583895513
396,-1.33,0,34,0.0034428577089463085,0.13738520790976036
397,-1.24,0,25,0.002684179227799177,0.13669828187021155
398,-1.1,0,11,0.001544256662865254,0.13601479046086049
399,-1.24,0,25,0.0017940674675628542,0.1353347165085562
400,-1.34,0,35,0.0021183521270618905,0.1346580429260134
401,-1.21,0,22,0.0018105176912451332,0.13398475271138335
402,-1.05,0,6,0.0013964181028616924,0.13331482894782642
403,-1.14,0,15,0.0024247190837437906,0.13264825480308728
404,-1.1,0,11,0.002363922296684574,0.13198501352907185
405,-1.13,0,14,0.002200006058306566,0.1313250884614265
406,-1.5100000000000002,0,52,0.0018258874725478773,0.13066846301911936
407,-1.16,0,17,0.002235561489428887,0.13001512070402377
408,-1.3800000000000001,0,39,0.0016812637645321398,0.12936504510050365
409,-1.04,0,5,0.0011934493551962078,0.12871821987500112
410,-1.16,0,17,0.001556687567191308,0.12807462877562611
411,-1.33,0,34,0.002069235185284496,0.12743425563174798
412,-1.4500000000000002,0,46,0.002552380279192458,0.12679708435358925
413,-1.2,0,21,0.0020545086756880793,0.1261630989318213
414,-1.06,0,7,0.0031946630084088872,0.1255322834371622
415,-1.22,0,23,0.0027910819398644176,0.12490462201997637
416,-1.27,0,28,0.002180740112505321,0.1242800989098765
417,-1.31,0,32,0.003194269749656087,0.12365869841532712
418,-1.26,0,27,0.001802042018863614,0.12304040492325048
419,-1.28,0,29,0.002276004195727151,0.12242520289863423
420,-1.05,0,6,0.0020718775728407004,0.12181307688414106
421,-1.08,0,9,0.0018501909346216256,0.12120401149972035
422,-1.04,0,5,0.002503629005514085,0.12059799144222175
423,-1.09,0,10,0.002355437190271914,0.11999500148501063
424,-1.18,0,19,0.0017518686424744757,0.11939502647758558
425,-1.24,0,25,0.0019423140771687032,0.11879805134519765
426,-1.18,0,19,0.0018696322314147103,0.11820406108847166
427,-1.2,0,21,0.0018208037307929424,0.1176130407830293
428,-1.24,0,25,0.0016032078163698315,0.11702497557911415
429,-1.09,0,10,0.0015957078547216951,0.11643985070121858
430,-1.3800000000000001,0,39,0.003143656918277534,0.11585765144771248
431,-1.4600000000000002,0,47,0.002141897643401109,0.11527836319047392
432,-1.02,0,3,0.0026492966959873834,0.11470197137452155
433,-1.0,0,1,0.0022095402237027884,0.11412846151764894
434,-1.27,0,28,0.002246602257530737,0.1135578192100607
435,-1.35,0,36,0.0018142921196865952,0.11299003011401039
436,-1.4300000000000002,0,44,0.001466538866886615,0.11242507996344034
437,-1.36,0,37,0.0019439394362396687,0.11186295456362313
438,-1.4300000000000002,0,44,0.001977077153490179,0.11130363979080501
439,-1.17,0,18,0.0015938425850537089,0.11074712159185099
440,-1.5200000000000002,0,53,0.001613283523288116,0.11019338598389174
441,-1.5800000000000003,0,59,0.0014813362741132536,0.10964241905397228
442,-1.7100000000000004,0,72,0.0015117454539803374,0.10909420695870241
443,-1.5200000000000002,0,53,0.0015543504949782113,0.1085487359239089
444,-1.03,0,4,0.0011601237347349524,0.10800599224428936
445,-1.19,0,20,0.0012793578294804319,0.10746596228306791
446,-1.8100000000000005,0,82,0.0015590970288030803,0.10692863247165257
447,-1.31,0,32,0.001674367540545063,0.1063939893092943
448,-1.21,0,22,0.0014706702733581717,0.10586201936274783
449,-2.000000000000001,0,101,0.0018539426129053134,0.10533270926593409
450,-1.7100000000000004,0,72,0.0016982437405709384,0.10480604571960442
451,-1.2,0,21,0.001291918762338658,0.1042820154910064
452,-1.37,0,38,0.0016737086039747258,0.10376060541355137
453,-1.7100000000000004,0,72,0.001206368527265214,0.1032418023864836
454,-1.19,0,20,0.0012668833282077686,0.10272559337455119
455,-1.4600000000000002,0,47,0.0014316738679747475,0.10221196540767843
456,-2.420000000000001,0,143,0.001165125502348337,0.10170090558064004
457,-1.32,0,33,0.0012402911370648353,0.10119240105273684
458,-1.15,0,16,0.001234612715052208,0.10068643904747315
459,-1.18,0,19,0.0012288760994315932,0.10018300685223579
460,-1.15,0,16,0.001002415290713543,0.1
461,-1.5900000000000003,0,60,0.0012180939374957234,0.1
462,-1.8000000000000005,0,81,0.0010668598417261684,0.1
463,-1.09,0,10,0.0009718855901155621,0.1
464,-1.4300000000000002,0,44,0.0009640811397482387,0.1
465,-1.4600000000000002,0,47,0.0011000886641224807,0.1
466,-1.06,0,7,0.0010864542148608183,0.1
467,-1.1099999999999999,0,12,0.001433929549724174,0.1
468,-1.35,0,36,0.0010102876727210565,0.1
469,-1.06,0,7,0.0009007563224128846,0.1
